Ref,programme_code,Sex,AgeGroup,age,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,Sponsored,GRADUATED
9995884,30,0,0,25,3,2,2,3,3,3,3,2,0,1,1
9995885,97,0,0,25,3,3,2,3,3,3,3,3,3,1,1
9995888,25,0,1,26,3,3,2,2,3,3,4,4,3,1,1
9995889,18,0,1,27,2,2,2,3,3,3,3,2,3,1,1
9995890,25,0,1,27,3,2,2,2,3,2,4,3,3,0,0
9995891,25,0,1,26,2,2,0,2,2,1,5,3,3,1,0
9995892,29,1,1,27,2,2,3,2,2,2,2,2,3,1,0
9995893,78,0,1,27,4,3,3,4,3,4,4,4,4,1,1
9995894,78,0,1,26,3,3,3,3,3,3,4,3,3,1,1
9995895,78,0,1,26,3,3,2,2,2,2,5,3,3,0,1
9995896,29,1,1,34,3,3,2,2,3,2,3,3,3,1,1
9995897,15,1,1,27,3,2,2,2,3,3,3,3,4,1,1
9995898,96,0,1,32,2,2,2,0,2,1,4,0,2,1,0
9995899,1,0,1,26,2,2,2,2,2,2,2,2,0,1,0
9995900,96,1,1,30,3,2,2,2,2,2,5,3,3,1,1
9995901,96,0,1,29,3,3,2,3,2,2,4,2,3,0,1
9995902,89,0,1,28,2,2,0,2,2,2,5,2,3,1,0
9995903,89,0,1,30,3,3,3,3,3,3,4,4,3,1,1
9995904,42,0,0,25,3,3,2,4,3,3,4,3,4,1,1
9995905,98,1,1,27,3,4,3,3,2,2,4,2,3,1,1
9995906,98,1,1,27,3,4,3,3,3,2,4,2,0,1,0
9995907,89,1,1,26,2,3,2,2,2,2,3,2,2,1,0
9995908,89,1,1,28,3,3,2,2,2,2,4,2,3,1,1
9995909,14,0,1,26,3,3,3,3,3,2,3,3,4,0,0
9995910,14,0,0,25,3,2,3,3,3,2,3,4,3,0,1
9995911,14,0,1,27,2,2,2,2,2,2,2,2,2,0,0
9995912,92,0,2,36,3,1,2,3,2,3,3,3,3,0,1
9995913,11,0,1,32,2,3,2,2,2,2,2,2,1,0,0
9995914,87,1,1,33,3,3,3,3,3,3,4,2,3,1,1
9995915,87,0,1,30,3,3,3,3,3,4,3,4,3,1,1
9995916,87,0,1,31,3,2,3,3,2,3,4,3,2,1,1
9995918,87,0,1,30,3,2,3,3,3,3,3,2,4,1,1
9995919,87,0,2,39,3,2,3,3,3,3,4,3,2,1,1
9995921,1,0,1,35,2,2,2,2,0,3,2,2,2,1,0
9995922,16,0,1,26,2,2,2,2,0,2,2,3,3,1,0
9995923,87,0,2,39,3,2,3,3,3,3,4,4,3,1,1
9995924,3,0,1,31,3,2,2,2,2,2,3,2,3,1,1
9995925,94,0,1,27,3,2,2,2,3,2,3,3,3,0,1
9995926,92,0,2,38,3,2,2,3,3,3,4,2,4,0,1
9995927,11,0,2,37,2,2,2,2,0,2,3,2,2,0,0
9995928,11,0,1,27,2,2,0,2,2,0,2,2,1,0,0
9995929,95,0,1,34,3,3,3,4,3,4,3,3,4,0,1
9995930,95,1,2,43,3,3,3,2,3,3,3,3,3,0,1
9995931,44,1,1,28,3,3,2,2,3,3,4,3,4,1,1
9995932,3,1,1,29,3,2,2,2,3,3,3,2,3,1,0
9995933,95,0,1,30,3,3,3,3,3,3,3,2,3,0,1
9995934,44,1,0,25,3,3,2,3,4,3,4,3,3,1,1
9995936,44,0,1,27,3,3,2,2,3,3,5,3,4,1,1
9995937,44,1,0,25,2,2,2,2,2,0,3,2,3,1,0
9995938,44,1,1,27,3,3,3,3,4,2,3,3,3,1,1
9995939,41,1,1,30,4,3,4,4,3,3,4,4,3,1,1
9995940,44,1,1,27,2,2,2,2,2,2,3,2,3,1,0
9995941,2,0,1,30,2,3,2,2,2,2,3,3,3,1,0
9995942,44,1,1,30,3,3,2,2,3,3,5,3,3,1,1
9995943,44,0,0,25,3,3,3,2,3,3,5,3,3,1,1
9995944,95,0,1,26,2,2,3,2,2,3,2,3,0,0,0
9995945,96,0,1,28,3,2,2,2,3,2,4,2,2,0,0
9995946,92,0,1,30,3,3,3,4,3,4,4,3,3,1,1
9995947,95,0,0,25,3,3,3,2,2,3,3,3,3,0,1
9995949,19,0,1,26,2,2,0,2,0,2,3,2,3,1,0
9995950,19,1,1,26,2,2,2,0,2,2,2,2,2,1,0
9995951,5,0,1,26,4,3,4,4,4,4,4,4,4,1,1
9995952,16,0,1,26,3,3,3,3,2,3,3,4,2,1,1
9995953,19,1,1,28,2,2,2,2,2,3,3,3,0,1,0
9995954,17,0,1,26,3,2,2,2,3,4,3,3,2,0,1
9995955,3,0,1,32,3,2,3,2,3,2,3,2,3,1,1
9995956,1,0,1,29,3,2,2,2,3,3,3,3,3,1,1
9995957,1,0,1,28,3,2,3,2,2,3,2,3,3,1,1
9995958,19,0,1,27,3,3,2,2,2,3,3,3,3,1,1
9995959,19,0,1,29,2,1,2,1,2,0,3,2,0,1,0
9995960,19,1,1,29,2,2,2,2,2,2,3,2,3,1,0
9995961,19,0,0,24,2,3,3,3,3,3,3,3,0,1,0
9995962,19,0,1,26,3,3,3,2,2,4,3,3,2,1,1
9995963,1,1,1,28,2,2,2,2,3,3,2,1,0,1,0
9995964,44,1,1,29,3,3,2,2,2,0,4,2,2,1,0
9995965,77,0,1,26,2,2,0,2,0,0,4,2,3,1,0
9995966,42,0,1,30,2,2,0,1,2,0,4,1,2,0,0
9995967,42,0,1,28,3,2,2,2,3,2,4,2,3,0,1
9995968,77,1,0,25,3,3,2,2,3,3,5,3,3,1,1
9995969,77,1,1,30,2,3,2,0,2,2,2,3,2,1,0
9995970,98,1,0,25,3,4,2,3,3,4,5,3,3,1,1
9995971,41,0,0,25,4,3,3,4,3,4,4,4,4,1,1
9995972,41,0,1,26,4,3,3,3,4,3,4,4,4,1,1
9995973,77,1,1,30,3,2,3,0,3,3,5,2,4,0,1
9995974,41,1,1,29,2,2,3,3,0,3,4,0,2,1,0
9995975,45,1,1,26,3,3,2,0,2,0,4,2,3,1,0
9995976,41,1,1,30,3,3,3,4,3,3,4,4,4,1,1
9995977,41,1,1,27,3,2,3,3,2,3,4,3,3,1,1
9995978,77,1,1,31,2,2,2,1,2,0,4,2,2,1,0
9995979,41,1,1,30,4,4,3,4,3,3,5,4,3,1,1
9995980,42,1,1,29,3,3,2,3,2,2,5,2,3,1,1
9995981,96,1,1,27,2,2,2,3,2,2,4,2,2,1,0
9995982,14,0,1,28,2,3,2,0,2,0,3,3,3,0,0
9995983,41,1,1,27,3,3,3,3,3,3,4,4,3,1,1
9995984,41,0,1,26,3,2,2,3,3,3,5,3,3,1,1
9995985,41,0,1,28,3,3,2,2,2,2,4,3,3,1,1
9995986,45,0,1,27,4,4,4,4,4,4,5,4,5,0,1
9995987,41,0,0,25,3,3,2,3,3,3,3,4,4,1,1
9995988,41,1,0,25,2,2,2,2,0,2,4,2,1,1,0
9995989,42,0,0,25,3,2,2,2,3,3,4,2,3,0,1
9995990,41,1,1,31,3,3,3,3,3,3,4,3,4,1,1
9995991,41,1,1,30,3,3,3,3,3,3,4,3,3,0,1
9995992,45,1,2,37,3,2,2,3,3,2,4,4,3,1,1
9995993,41,1,1,28,3,3,2,2,3,2,4,2,3,1,1
9995994,41,1,1,29,3,4,4,3,2,3,4,3,3,1,1
9995995,41,1,1,33,3,3,2,3,2,2,4,3,3,1,1
9995996,41,0,1,27,3,3,3,3,3,3,4,3,3,1,1
9995997,78,0,0,25,3,3,3,2,2,3,4,3,3,1,1
9995998,77,1,1,28,3,3,2,2,3,3,4,4,4,1,1
9995999,25,0,1,27,3,3,3,2,3,2,4,3,3,1,1
9996000,10,1,1,26,3,2,2,2,4,3,3,3,3,0,1
9996001,45,0,1,29,3,2,2,2,3,3,4,3,3,1,1
9996002,42,1,1,26,3,4,3,2,3,3,5,3,4,1,1
9996003,45,0,0,25,3,3,2,3,3,4,4,4,3,1,1
9996004,42,1,1,28,3,3,2,2,2,2,4,3,3,1,1
9996005,96,0,1,31,2,2,0,3,2,2,3,2,2,0,0
9996006,45,0,1,26,3,2,2,3,3,3,4,4,3,1,1
9996007,45,0,1,26,3,2,2,3,2,3,3,4,3,1,1
9996008,45,1,0,25,3,2,2,3,3,3,4,4,3,1,1
9996009,45,0,1,30,3,3,2,2,2,2,5,3,3,0,1
9996010,78,0,1,29,2,2,2,2,2,2,4,3,3,1,1
9996011,42,1,0,24,3,4,3,3,3,3,5,3,3,1,1
9996012,92,1,2,42,3,2,2,4,3,3,3,3,3,0,1
9996013,92,1,2,38,3,3,3,4,3,4,4,3,3,0,1
9996014,42,1,1,31,4,4,3,0,0,3,4,2,4,1,0
9996015,33,1,1,26,3,2,2,2,2,3,4,2,3,1,1
9996016,97,1,1,27,3,3,3,4,3,4,5,3,3,1,1
9996017,33,0,1,30,2,1,2,2,3,2,2,2,3,1,0
9996019,24,1,1,34,3,3,4,2,3,3,3,3,3,0,1
9996020,24,0,1,33,2,2,2,0,0,2,2,2,3,0,0
9996021,24,0,2,47,2,2,2,1,2,2,3,2,3,0,0
9996022,24,0,2,37,3,2,3,2,3,3,3,3,3,0,1
9996023,24,1,2,37,2,2,3,2,2,2,2,2,3,0,0
9996024,24,0,1,32,3,2,3,2,2,2,3,3,3,0,1
9996025,24,0,1,34,3,3,4,2,2,3,4,3,3,0,1
9996026,24,0,1,32,3,3,2,2,2,3,3,3,4,0,1
9996027,4,0,1,29,3,2,3,3,2,3,3,2,3,1,1
9996028,15,0,1,32,3,2,3,2,2,3,3,3,3,1,1
9996029,3,1,1,31,2,2,0,3,2,3,1,2,1,1,0
9996030,15,0,1,33,3,2,3,2,2,2,3,2,4,1,1
9996031,14,1,1,28,3,3,3,3,3,2,3,3,3,1,1
9996032,30,1,1,26,2,2,2,2,2,2,3,2,2,1,0
9996033,15,0,1,33,3,3,3,2,2,2,3,3,3,1,1
9996034,89,1,1,27,2,2,2,2,0,2,4,2,2,1,0
9996035,4,0,2,47,3,2,2,2,2,2,3,3,3,1,1
9996036,4,1,1,26,3,2,3,3,3,3,3,3,3,1,1
9996037,15,0,1,26,3,3,4,3,3,3,3,3,3,1,1
9996038,4,1,1,29,2,2,2,0,2,2,3,3,2,1,0
9996039,15,0,0,25,3,2,3,2,3,3,3,3,3,1,1
9996041,1,0,1,27,2,2,2,2,0,2,2,2,2,1,0
9996042,1,0,1,26,2,2,2,0,2,0,2,2,2,1,0
9996043,42,1,1,28,3,4,3,3,3,3,4,2,3,0,0
9996044,97,1,1,26,1,2,0,2,0,2,0,0,0,1,0
9996045,77,0,1,26,3,3,4,3,3,3,4,3,4,0,1
9996046,92,0,1,29,3,2,3,3,3,4,4,3,3,0,1
9996047,15,0,1,35,3,3,3,2,3,3,3,3,3,1,1
9996048,1,0,1,26,2,2,2,2,2,3,2,3,2,0,0
9996049,14,0,1,26,3,3,2,3,3,2,3,3,3,1,1
9996050,97,0,1,26,3,2,2,3,2,2,5,3,3,1,1
9996051,4,0,0,25,3,2,4,4,3,3,4,3,3,1,1
9996052,18,1,0,24,2,2,2,2,2,2,3,2,2,1,0
9996053,30,1,0,25,3,2,3,3,3,3,3,3,4,1,1
9996054,15,0,0,25,3,3,4,3,3,3,3,3,3,1,1
9996055,45,0,1,28,2,2,2,2,2,2,4,2,2,1,0
9996056,4,0,1,26,3,2,3,2,3,3,3,3,3,1,0
9996057,15,0,1,27,3,2,3,2,3,3,3,3,3,1,1
9996058,77,0,1,28,3,3,3,3,3,3,4,3,4,0,1
9996059,14,0,0,25,3,3,3,4,4,3,4,3,3,1,1
9996060,45,0,1,26,4,3,3,3,4,4,4,4,3,1,1
9996062,33,0,1,31,2,1,0,2,2,2,3,2,3,1,0
9996063,18,0,0,25,3,2,3,3,3,3,3,3,2,1,1
9996064,77,0,1,27,3,3,2,2,3,2,4,3,3,1,1
9996066,17,0,1,32,3,3,2,2,3,4,3,3,3,1,1
9996067,5,0,0,25,3,3,4,4,3,2,4,3,3,1,1
9996069,4,0,1,31,2,2,0,0,3,0,2,2,2,1,0
9996070,18,0,1,27,3,2,3,3,3,3,3,3,3,1,1
9996071,5,0,1,26,3,2,3,3,3,3,3,3,3,1,1
9996072,89,1,1,26,0,3,2,2,0,0,2,1,0,1,0
9996073,14,0,1,27,3,4,4,4,3,3,4,3,4,1,1
9996074,5,0,1,27,3,2,3,3,4,3,4,3,4,1,1
9996075,5,0,1,26,3,2,3,3,3,3,4,3,4,1,1
9996076,18,0,0,25,3,3,3,3,3,3,3,3,3,1,1
9996077,3,0,1,27,3,2,3,2,3,3,4,3,3,1,1
9996078,14,1,1,26,4,3,4,4,4,3,4,4,3,1,1
9996079,97,0,1,26,3,3,3,3,3,4,5,3,3,0,1
9996080,18,1,1,27,2,2,2,2,2,2,3,0,2,1,0
9996081,97,1,1,26,3,3,3,2,3,3,4,3,3,0,1
9996082,5,1,1,29,2,2,2,3,3,3,3,0,0,1,0
9996083,14,1,1,29,3,2,2,3,3,2,3,2,3,0,1
9996085,5,0,1,26,3,2,3,3,3,3,4,3,4,1,1
9996086,5,1,0,25,4,3,4,4,4,3,4,4,4,1,1
9996087,44,0,0,25,3,2,2,2,3,3,5,3,3,1,1
9996088,18,0,1,27,3,2,3,2,3,2,3,2,3,1,0
9996089,18,1,0,25,3,3,3,3,3,2,4,3,3,1,1
9996090,2,1,1,27,0,2,2,1,0,2,3,2,0,1,0
9996091,41,1,0,25,3,3,3,3,3,2,5,3,3,1,1
9996092,1,0,0,25,3,3,2,2,3,3,3,3,3,1,1
9996094,2,0,1,28,3,3,3,0,3,3,3,3,3,1,1
9996095,15,0,1,27,2,2,2,2,3,2,3,3,3,0,1
9996096,2,0,1,26,3,2,2,2,3,3,2,2,2,1,0
9996097,2,1,1,27,3,2,2,2,4,3,3,2,2,1,0
9996098,2,0,1,26,3,2,3,2,2,2,3,3,3,1,1
9996100,2,0,0,25,3,3,3,4,3,4,3,3,3,1,1
9996101,2,0,1,26,2,2,2,2,3,3,3,2,2,1,0
9996102,2,0,0,25,3,2,2,2,2,2,4,3,3,1,1
9996104,17,0,1,30,3,3,3,3,2,3,3,3,3,1,1
9996105,17,1,1,28,2,3,2,2,0,2,3,3,2,1,0
9996106,87,1,1,26,2,2,3,2,0,2,0,0,0,1,0
9996107,15,0,1,29,3,2,3,3,3,3,3,3,3,1,1
9996108,17,1,1,30,2,3,2,2,2,3,2,3,2,1,0
9996109,17,0,1,35,2,2,2,1,1,2,3,3,2,1,0
9996110,17,1,1,26,2,2,2,0,0,2,2,2,0,1,0
9996111,15,1,1,30,3,3,3,2,3,3,3,2,3,1,1
9996112,17,0,1,30,3,3,3,2,3,3,3,2,2,1,0
9996114,19,0,1,26,3,2,0,1,3,3,3,3,3,1,1
9996115,2,1,1,27,4,3,4,4,5,3,3,5,2,1,0
9996116,1,0,1,28,0,3,2,2,2,2,0,0,0,1,0
9996117,1,0,1,31,3,2,2,2,3,3,3,3,3,0,1
9996118,17,1,1,29,3,3,3,3,3,4,3,3,3,0,1
9996119,1,0,1,26,3,3,3,3,2,3,2,2,3,0,1
9996121,17,0,0,25,3,3,2,3,3,4,4,4,3,1,1
9996122,17,1,1,27,3,3,3,3,3,4,3,3,3,1,1
9996123,45,1,1,27,3,3,2,3,3,3,4,4,4,1,1
9996124,16,0,1,27,2,2,2,2,1,2,3,2,2,1,0
9996125,1,0,1,29,2,2,2,2,2,2,0,0,0,1,0
9996126,17,0,1,29,2,2,3,0,2,2,2,2,2,1,0
9996127,17,0,1,29,2,2,2,2,2,2,3,2,2,1,0
9996128,16,0,1,26,3,2,3,2,2,2,3,3,3,0,1
9996129,16,0,1,26,2,2,2,2,2,2,3,3,2,1,0
9996131,1,0,0,25,2,2,0,0,0,3,3,2,2,1,0
9996132,19,0,1,34,3,3,3,2,3,4,4,3,3,1,1
9996133,2,0,1,26,2,2,3,2,0,2,3,3,3,1,0
9996134,1,1,1,27,2,2,2,2,2,2,2,2,3,1,0
9996135,1,0,1,29,3,2,2,2,3,3,3,3,3,1,1
9996136,16,1,0,25,3,3,3,3,2,3,3,4,2,1,1
9996137,1,0,1,29,3,2,3,2,2,2,3,3,3,1,1
9996138,19,0,1,27,2,2,2,1,2,2,2,2,3,1,0
9996139,17,0,1,29,3,3,3,2,2,2,3,3,2,1,1
9996140,1,1,1,29,3,2,2,3,3,3,3,3,3,1,1
9996141,17,0,1,26,3,3,2,2,3,3,3,3,3,1,1
9996142,1,1,1,28,0,2,2,2,2,2,0,2,0,1,0
9996143,16,1,1,27,2,2,2,2,0,2,3,3,2,1,0
9996144,17,1,1,27,2,2,2,2,3,3,2,2,2,0,0
9996146,17,0,1,27,4,3,4,3,4,4,4,4,3,1,1
9996147,14,1,1,26,3,3,2,3,2,2,3,3,4,0,1
9996148,1,1,1,29,2,2,2,2,2,3,2,2,0,1,0
9996149,17,1,1,28,3,3,2,2,2,2,3,3,2,1,1
9996150,1,0,1,26,3,3,3,3,3,3,3,3,3,1,1
9996151,1,0,1,31,3,3,3,3,3,3,3,3,3,1,1
9996152,1,1,1,30,3,2,2,2,3,3,3,2,2,1,1
9996153,1,0,1,27,3,3,3,3,3,3,3,4,4,1,1
9996154,1,0,1,26,2,2,2,2,2,0,2,2,2,1,0
9996155,17,0,0,25,3,4,3,2,3,3,3,4,3,1,1
9996156,17,1,1,26,2,2,0,2,2,2,3,2,2,1,0
9996157,17,1,1,26,3,3,3,2,2,3,3,2,3,1,1
9996158,1,0,1,26,3,3,2,3,3,3,3,2,3,1,1
9996159,1,1,1,27,3,2,2,2,2,3,3,3,3,1,1
9996160,19,1,1,28,3,2,2,2,2,2,3,3,3,1,1
9996161,1,1,1,28,0,2,3,3,3,3,0,0,0,1,0
9996162,17,1,1,29,3,3,2,2,2,2,3,3,3,1,1
9996163,17,1,0,25,3,3,3,2,2,3,4,4,3,1,1
9996164,97,0,1,30,3,2,2,3,3,2,5,3,3,1,1
9996165,41,1,0,25,4,3,3,4,4,4,4,4,4,1,1
9996166,29,1,0,25,2,2,2,3,2,2,2,2,2,1,0
9996167,5,1,1,26,3,3,2,3,2,2,3,3,2,1,0
9996168,41,0,0,25,3,3,4,3,3,3,4,3,4,0,1
9996169,5,1,1,27,3,3,3,2,3,3,4,3,4,1,1
9996170,87,1,1,26,3,2,3,3,2,2,3,3,3,1,0
9996171,5,1,1,29,4,3,4,4,4,4,4,4,4,1,1
9996172,41,1,0,25,3,3,3,2,3,3,3,3,4,0,1
9996173,41,1,1,26,3,3,3,3,2,2,4,2,3,1,1
9996174,5,0,0,25,4,3,3,3,4,4,4,4,4,1,1
9996175,5,1,1,29,3,2,4,3,3,3,4,3,3,1,1
9996176,45,0,1,26,2,3,2,1,2,2,4,0,2,0,0
9996177,5,0,0,25,4,3,4,4,4,3,4,3,4,1,1
9996178,87,1,1,31,1,2,2,1,0,2,0,0,0,1,0
9996179,29,1,0,25,3,3,3,3,3,3,3,3,3,1,1
9996180,5,1,1,28,3,3,3,2,3,3,4,4,3,1,1
9996181,42,1,1,27,3,3,3,3,3,2,3,3,3,1,1
9996182,41,0,0,25,4,4,3,3,4,3,3,4,4,1,1
9996183,41,1,1,30,3,3,3,3,3,3,4,3,3,1,1
9996184,29,1,1,26,3,3,2,3,3,3,4,2,3,1,1
9996185,30,1,1,27,2,2,2,2,2,2,2,3,2,1,0
9996186,5,0,1,26,3,3,3,3,3,3,4,3,3,1,1
9996189,5,1,1,26,4,4,4,4,4,4,5,5,4,1,1
9996190,2,1,1,28,0,3,3,0,0,0,2,0,0,1,0
9996191,5,0,1,26,3,2,3,2,3,2,4,3,3,1,1
9996192,45,0,1,26,3,3,0,2,2,2,4,3,3,1,1
9996193,17,1,0,25,4,4,4,3,4,4,4,3,3,1,1
9996194,17,1,1,26,4,3,4,3,4,3,4,4,4,1,1
9996195,5,0,1,26,3,3,3,2,3,3,4,3,4,1,1
9996196,5,1,0,25,2,2,2,2,3,2,3,3,3,1,0
9996197,45,1,0,25,3,4,3,3,3,3,4,4,3,1,1
9996199,17,1,1,31,2,2,2,2,2,2,2,2,2,1,0
9996200,2,0,1,27,2,2,3,2,3,2,3,2,3,1,0
9996201,2,0,1,26,2,2,2,0,2,1,3,2,2,1,0
9996203,17,0,1,26,2,2,0,2,0,2,3,2,3,1,0
9996204,5,0,1,26,3,1,3,2,2,2,3,3,2,1,0
9996205,41,0,0,25,3,3,3,3,3,3,4,4,4,1,1
9996207,5,1,1,33,2,2,2,2,3,2,4,2,2,1,0
9996208,14,1,0,25,0,2,2,2,2,2,2,2,0,0,0
9996209,29,1,1,31,0,2,3,2,2,1,3,0,0,0,0
9996210,44,1,1,30,3,4,3,2,2,2,5,3,3,1,1
9996211,5,1,0,25,2,2,2,2,2,0,3,0,0,1,0
9996212,5,0,1,26,3,2,3,2,2,2,4,2,2,1,1
9996213,19,0,1,28,2,2,0,2,0,2,2,2,2,1,0
9996214,5,1,1,27,2,2,2,0,0,2,2,0,0,1,0
9996215,89,0,1,27,3,3,2,2,0,2,4,2,3,1,0
9996216,98,0,1,29,3,3,2,3,3,3,4,3,4,1,1
9996217,5,1,1,27,3,3,3,3,3,3,4,4,3,1,1
9996218,5,0,1,26,3,2,3,3,3,3,4,3,4,1,1
9996219,97,1,1,29,2,2,2,3,2,2,3,2,2,1,0
9996220,97,0,0,25,3,2,3,4,3,3,4,4,4,1,1
9996221,95,0,2,40,2,3,2,2,2,3,2,2,2,0,0
9996222,78,1,1,28,3,2,2,2,2,2,4,3,3,1,1
9996223,42,1,1,33,2,2,0,0,2,0,4,2,2,1,0
9996224,44,1,1,27,2,2,2,2,2,2,3,2,3,1,0
9996225,95,1,2,39,3,2,3,2,3,3,3,3,3,0,1
9996226,1,0,0,25,2,2,2,2,0,2,2,2,3,1,0
9996227,87,1,1,32,3,2,2,2,2,2,3,3,3,1,1
9996228,98,1,1,26,2,2,2,2,2,2,3,3,3,1,0
9996229,45,0,1,28,3,2,2,3,3,3,5,4,3,1,1
9996230,44,1,0,24,2,2,0,2,0,0,3,2,3,1,0
9996231,98,1,1,29,3,3,2,3,2,2,3,2,3,1,1
9996232,96,0,1,27,2,2,3,2,0,2,3,1,2,1,0
9996233,98,1,1,28,0,3,0,2,0,0,2,0,0,0,0
9996234,98,1,1,28,3,3,3,3,3,3,4,2,3,1,1
9996235,96,0,1,27,3,2,3,3,2,2,3,3,2,1,0
9996236,1,0,0,25,3,2,3,3,3,3,3,3,3,1,1
9996237,97,0,1,28,2,2,0,3,2,0,4,0,2,1,0
9996238,96,0,1,29,3,3,2,2,0,2,4,3,2,1,0
9996239,87,0,1,32,3,2,3,3,3,3,3,3,3,1,1
9996240,77,1,1,28,3,3,3,2,3,3,3,3,3,0,1
9996241,5,0,1,32,3,2,2,2,4,3,2,2,2,0,0
9996242,78,1,1,28,3,2,2,2,2,2,4,3,3,1,1
9996244,97,0,1,28,3,2,2,3,3,3,5,3,3,1,1
9996245,15,0,1,28,3,3,3,2,3,3,3,3,3,0,1
9996246,45,0,1,34,3,3,2,2,2,2,4,3,3,1,1
9996247,78,1,1,28,2,2,2,0,2,0,3,3,3,1,0
9996248,77,1,1,26,3,3,3,2,2,2,2,4,4,1,1
9996249,33,1,0,25,2,2,2,3,3,2,3,2,3,1,0
9996250,44,1,1,30,3,3,2,3,2,2,4,3,3,1,1
9996251,97,0,0,25,3,2,3,2,3,3,4,3,3,0,1
9996252,16,1,1,32,2,2,0,2,0,0,2,2,2,1,0
9996253,14,0,0,25,3,2,2,3,3,2,3,3,3,0,1
9996254,98,1,1,27,3,3,3,2,2,3,3,2,3,1,1
9996255,45,0,1,27,2,2,2,2,2,2,3,3,2,1,0
9996256,94,0,2,37,3,2,3,3,3,4,4,3,3,0,1
9996257,44,0,1,28,3,3,3,3,3,3,5,4,4,1,1
9996258,14,1,1,27,3,3,2,3,3,2,3,3,3,0,1
9996259,45,0,1,26,2,2,2,0,2,2,4,3,2,1,0
9996260,14,0,1,32,3,3,2,3,3,3,3,3,3,1,1
9996261,14,0,0,25,3,4,3,4,4,3,4,4,3,1,1
9996262,95,1,2,53,3,3,2,2,3,3,3,3,4,0,1
9996263,19,0,1,28,3,2,2,2,2,3,3,3,3,1,1
9996264,15,0,1,26,3,3,3,3,3,3,3,3,3,1,1
9996265,2,0,1,26,0,2,2,2,2,2,2,2,0,1,0
9996266,41,1,1,29,3,3,2,2,0,2,4,3,3,1,1
9996267,92,0,1,26,3,2,3,4,3,4,4,3,3,0,1
9996268,29,1,0,25,3,2,3,3,3,2,3,2,2,1,1
9996269,33,0,0,25,3,2,2,2,3,4,4,4,4,1,1
9996270,29,0,0,25,3,2,3,3,4,3,3,3,4,1,1
9996271,41,1,1,26,4,3,3,4,4,3,4,4,4,1,1
9996272,4,0,0,25,3,2,3,3,2,3,3,3,3,1,1
9996273,44,1,1,27,2,2,2,0,2,0,4,2,3,1,0
9996274,14,1,1,28,3,3,3,3,3,3,3,3,3,1,1
9996275,87,1,1,26,3,3,3,3,3,3,3,3,3,1,0
9996276,17,1,1,27,3,2,2,2,3,3,3,3,3,1,1
9996277,30,1,0,25,2,1,2,2,2,0,2,2,2,1,0
9996278,4,0,1,27,2,2,2,2,3,2,3,3,2,1,0
9996279,4,0,1,27,3,2,2,2,2,3,3,3,3,1,1
9996280,97,0,1,27,4,2,3,4,4,4,5,4,4,1,1
9996281,19,1,1,32,3,2,2,2,2,3,3,2,3,1,1
9996283,14,1,1,30,3,4,3,3,4,2,3,3,3,1,1
9996284,98,1,1,28,3,4,3,3,3,3,3,2,3,1,1
9996285,95,0,1,26,2,1,0,2,2,2,3,2,3,0,0
9996286,4,1,0,25,3,2,2,3,3,3,4,3,3,1,1
9996287,97,0,1,26,4,3,3,4,3,4,4,4,4,1,1
9996288,45,0,1,26,3,3,2,3,3,3,4,4,3,1,1
9996289,77,0,1,26,3,2,2,2,2,0,4,2,3,1,1
9996290,17,1,1,26,3,4,3,2,2,2,3,3,3,1,1
9996291,98,0,1,26,3,3,2,3,2,3,4,3,3,1,1
9996292,17,0,1,26,4,4,4,3,4,5,4,4,4,1,1
9996293,14,1,1,26,4,4,3,4,4,3,4,4,4,1,1
9996294,14,0,1,26,3,3,3,3,3,3,3,4,5,1,1
9996295,25,0,1,26,3,2,2,0,2,0,3,3,3,1,0
9996296,44,1,1,29,2,2,2,0,2,2,4,3,3,1,0
9996297,96,0,1,30,3,2,2,3,3,2,4,3,3,1,1
9996298,4,1,1,29,2,2,3,2,2,2,3,2,3,1,0
9996299,17,1,0,25,3,3,3,3,3,4,4,3,4,1,1
9996300,95,0,1,28,2,2,2,0,3,2,2,2,3,1,0
9996301,95,0,2,37,3,3,3,3,3,3,3,3,4,0,1
9996302,97,0,1,28,3,2,2,2,2,2,4,3,3,1,1
9996303,41,1,1,26,3,3,2,2,2,3,3,3,4,1,1
9996304,15,0,0,25,3,2,3,2,3,3,3,3,3,1,1
9996305,14,1,1,32,2,3,2,2,2,2,2,2,3,1,1
9996306,17,1,1,30,2,2,2,2,0,0,2,2,2,1,0
9996307,77,1,1,26,3,3,2,2,3,2,5,3,4,1,1
9996308,5,1,1,26,4,3,4,5,4,4,4,3,4,1,1
9996309,41,1,1,27,3,3,3,3,3,2,4,2,2,1,0
9996310,97,0,1,26,3,3,3,4,3,3,4,3,4,1,1
9996311,78,0,0,25,3,3,2,2,3,3,4,3,4,1,1
9996313,14,0,1,26,3,3,3,3,3,2,3,4,3,0,1
9996314,89,0,1,33,3,3,2,2,2,2,4,3,3,1,1
9996315,11,1,1,28,2,3,2,2,2,2,2,2,2,0,0
9996316,1,1,1,27,3,2,2,3,3,3,3,3,3,1,1
9996317,89,0,1,26,3,3,2,3,3,3,5,3,4,1,1
9996318,41,0,1,26,4,4,3,3,3,3,5,4,4,1,1
9996319,17,0,1,26,3,3,3,3,3,4,3,3,3,1,1
