Ref,Sex,AgeGroup,programme_code,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU7131,0,1,96,3,3,3,3,3,3,4,3,3,1
STU7132,1,1,89,2,3,3,2,2,2,4,0,2,0
STU7159,0,1,17,2,2,2,2,2,2,2,2,2,0
STU7160,1,1,17,2,3,2,2,0,2,0,2,3,0
STU7161,1,1,42,3,3,3,2,2,2,4,2,3,1
STU7162,1,1,17,3,2,3,3,2,4,3,3,3,1
STU7163,1,1,41,3,3,2,2,2,2,4,2,3,1
STU7164,1,1,16,2,2,3,2,2,2,2,3,2,0
STU7165,1,1,2,3,2,3,2,3,3,3,2,3,0
STU7166,1,1,96,3,3,2,3,3,3,3,3,3,1
STU7167,0,1,96,3,3,3,2,3,3,3,3,3,1
STU7168,0,1,2,3,2,3,2,3,2,2,3,3,0
STU7169,1,1,87,2,2,2,2,2,2,2,2,2,0
STU7170,1,1,1,2,0,2,2,2,2,2,2,2,0
STU7171,0,1,3,3,0,2,3,3,2,3,2,3,0
STU7172,0,1,95,3,3,3,3,4,4,4,3,2,1
STU7173,0,1,5,2,2,2,0,0,2,0,3,3,0
STU7174,0,1,86,3,2,3,3,3,3,3,3,4,1
STU7175,0,1,17,4,4,4,3,3,4,4,4,4,1
STU7176,1,1,42,3,3,2,2,3,3,4,3,3,1
STU7177,1,1,5,3,3,4,3,4,3,4,3,4,1
STU7178,0,1,5,3,2,3,3,2,3,2,2,3,0
STU7179,0,1,85,3,2,2,3,3,4,4,2,3,1
STU7180,0,1,2,3,2,3,2,3,2,2,2,3,1
STU7181,0,1,41,4,4,3,3,3,4,4,4,4,1
STU7182,1,1,18,2,2,2,2,2,2,2,2,3,0
STU7183,1,1,1,2,2,2,0,2,3,3,3,2,0
STU7184,0,1,33,2,0,2,0,2,0,2,2,2,0
STU7185,0,1,42,3,3,3,3,3,3,5,3,4,1
STU7186,0,1,96,2,3,2,2,2,2,3,2,2,0
STU7187,0,1,14,3,2,2,3,3,3,3,3,3,1
STU7188,1,1,44,3,3,3,2,3,2,4,2,3,1
STU7189,1,1,5,4,4,4,3,4,4,4,4,4,1
STU7190,1,1,25,2,2,2,2,2,2,3,2,2,0
STU7191,1,1,17,4,3,3,4,4,4,4,4,4,1
STU7192,0,1,19,3,3,2,3,3,4,3,3,2,1
STU7193,0,1,19,2,2,1,2,2,2,2,2,4,0
STU7194,0,1,30,3,3,2,2,3,3,3,3,3,1
STU7195,0,1,2,2,2,2,1,2,2,0,3,3,0
STU7196,0,1,15,2,0,3,2,2,2,2,2,3,0
STU7080,1,1,42,1,2,0,2,1,2,2,2,0,0
STU7081,0,1,1,3,3,2,2,2,3,2,2,3,0
STU7082,1,1,42,3,3,2,2,3,3,4,3,4,1
STU7083,1,1,45,3,2,1,2,2,2,4,2,3,0
STU7084,1,1,2,3,3,4,2,3,3,2,3,3,1
STU7085,1,1,17,4,3,3,3,4,5,4,4,4,1
STU7086,1,1,5,3,2,2,3,2,3,2,3,4,1
STU7087,1,1,5,2,3,3,2,3,2,0,2,3,0
STU7088,0,1,17,3,3,3,3,3,3,3,4,3,1
STU7089,0,1,19,2,2,2,0,3,2,2,2,2,0
STU7090,1,1,41,3,2,2,2,2,2,4,2,3,0
STU7091,0,1,98,2,3,2,2,2,2,2,2,2,0
STU7092,1,1,1,2,2,2,2,2,2,2,2,2,0
STU7093,0,1,45,3,3,2,3,3,3,2,3,3,1
STU7094,1,1,42,3,3,2,2,3,3,5,3,4,1
STU7095,1,1,87,3,2,3,3,3,3,4,3,3,1
STU7096,0,1,17,3,3,3,3,3,4,4,4,3,1
STU7097,0,1,5,4,2,4,3,4,3,4,4,4,1
STU7098,1,1,96,3,3,2,2,3,2,4,2,3,1
STU7099,0,1,1,2,2,0,2,2,2,2,0,2,0
STU7100,0,1,87,2,3,3,2,0,2,2,2,2,0
STU7101,0,1,33,3,2,3,2,2,2,3,4,4,1
STU7102,1,1,78,3,3,2,2,3,3,5,3,3,1
STU7103,1,1,2,2,2,3,0,2,0,2,2,2,0
STU7104,0,1,17,2,3,0,0,3,3,2,3,2,0
STU7105,0,1,5,3,2,3,3,3,3,3,3,4,1
STU7106,0,1,19,3,2,3,2,3,4,3,4,3,1
STU7107,1,1,42,2,3,0,2,0,1,2,2,4,0
STU7108,1,1,87,4,3,4,4,3,4,4,4,4,1
STU7109,1,1,89,3,4,3,2,2,3,4,2,3,1
STU7110,0,1,45,4,4,3,4,3,3,4,3,4,1
STU7111,0,1,15,3,3,4,3,3,3,3,3,3,1
STU7112,0,1,16,2,2,3,3,0,2,2,2,2,0
STU7057,0,1,1,3,2,2,2,2,3,3,3,3,1
STU7058,1,1,42,3,4,3,3,3,3,2,2,3,1
STU7059,0,1,2,2,1,1,3,1,1,1,3,2,0
STU7060,1,1,89,3,4,3,3,2,2,4,2,2,0
STU7061,0,1,3,3,2,2,3,3,2,3,2,3,1
STU7062,0,1,1,2,2,2,2,2,2,2,2,2,0
STU7063,0,1,86,3,2,3,3,2,3,3,3,4,1
STU7064,0,1,1,3,2,2,2,3,4,3,3,3,1
STU7065,1,1,4,3,3,3,3,3,4,3,3,3,1
STU7066,0,1,42,4,4,3,3,4,4,3,4,4,0
STU7067,0,1,86,3,3,3,4,3,4,4,3,4,1
STU7068,1,1,1,2,2,2,0,2,2,3,2,2,0
STU7069,0,1,33,3,2,2,2,3,4,3,4,4,1
STU7070,1,1,19,3,2,2,3,3,3,3,3,3,1
STU7027,0,1,17,2,0,0,3,0,2,1,2,3,0
STU7028,0,1,45,3,4,2,3,3,4,4,3,4,1
STU7029,0,1,96,3,3,2,2,3,2,3,3,2,1
STU7030,1,1,77,2,3,2,0,3,2,3,2,3,0
STU7031,1,1,1,2,0,2,0,0,2,2,0,2,0
STU7032,0,1,15,3,3,3,3,3,4,3,3,4,1
STU7033,0,1,98,3,4,3,3,3,3,4,3,3,1
STU7034,0,1,41,3,4,3,2,3,2,4,3,4,1
STU7035,1,1,98,3,3,2,3,3,2,0,3,3,0
STU7036,1,1,5,2,2,2,2,3,3,3,2,2,0
STU7037,0,1,96,2,0,2,0,2,2,0,3,2,0
STU7038,0,1,5,1,1,0,1,2,1,0,0,2,0
STU7039,0,1,5,3,3,3,4,4,4,3,4,3,1
STU7040,1,1,5,2,2,3,2,3,2,2,2,0,0
STU7041,1,1,1,2,0,2,2,2,2,2,3,3,0
STU7042,0,1,15,3,2,3,2,2,3,3,3,3,1
STU7043,0,1,98,3,3,3,3,3,2,3,3,2,1
STU7044,1,1,33,3,3,3,2,3,3,3,4,4,1
STU7045,1,1,2,3,3,3,4,4,4,3,3,4,1
STU7046,0,1,17,4,4,3,3,3,4,4,4,4,1
STU7047,0,1,97,4,4,3,4,4,3,5,4,4,1
STU7048,0,1,77,3,3,2,2,2,3,4,2,3,0
STU7049,0,1,4,3,2,2,2,3,3,2,2,3,0
STU7050,1,1,1,2,1,0,2,0,2,2,2,2,0
STU7051,0,1,17,2,2,2,2,2,2,2,3,3,0
STU7052,1,1,5,4,2,3,3,5,4,4,3,4,1
STU7053,0,1,5,2,2,2,3,0,3,2,2,2,0
STU7054,0,1,17,3,4,3,3,3,3,4,4,4,1
STU7055,0,1,78,3,3,2,2,2,2,4,3,3,0
STU7055,0,1,78,3,3,2,2,2,2,4,3,3,1
STU7008,0,1,14,4,4,3,3,4,3,4,4,3,1
STU7009,0,1,42,3,4,3,3,3,3,4,3,4,1
STU7010,1,1,17,3,2,2,2,2,3,2,3,3,1
STU7011,0,1,14,3,3,3,3,2,3,3,3,4,1
STU7012,0,1,2,3,3,3,2,2,3,3,3,3,1
STU7013,1,1,5,3,3,3,2,4,3,4,3,4,1
STU7014,0,1,16,2,2,2,2,0,2,2,2,2,0
STU7015,1,1,2,2,2,2,2,2,0,2,2,2,0
STU7016,1,1,44,3,3,2,2,2,2,3,2,3,0
STU7017,0,1,97,3,3,2,3,3,2,4,3,3,1
STU7018,0,1,25,3,3,2,2,3,2,3,3,3,0
STU7019,0,1,2,3,2,2,2,3,3,3,3,3,1
STU7020,1,1,41,3,3,2,3,3,3,4,3,3,1
STU7021,0,1,97,3,3,3,3,3,3,3,4,3,1
STU7022,0,1,18,3,3,3,2,3,3,3,3,3,1
STU7023,0,1,18,3,2,3,2,3,3,3,3,3,1
STU7024,0,1,86,3,3,3,4,3,4,4,4,3,1
STU7025,1,1,42,3,4,2,3,3,3,3,3,4,1
STU6948,1,1,16,2,2,2,2,1,0,2,2,2,0
STU6949,0,1,16,2,0,2,2,1,2,2,2,2,0
STU6950,1,1,18,2,2,2,2,2,2,3,2,2,0
STU6951,0,1,97,3,3,2,2,3,2,3,3,3,1
STU6952,0,1,15,3,2,3,2,3,2,3,3,4,1
STU6953,1,1,14,3,3,3,4,3,2,3,3,4,1
STU6954,1,1,14,3,3,3,3,3,3,3,3,3,1
STU6955,1,1,42,2,4,3,2,2,2,3,2,2,0
STU6956,0,1,15,3,2,3,2,3,3,3,3,3,1
STU6957,0,1,96,3,3,2,2,2,2,2,2,3,1
STU6958,1,1,87,3,3,4,3,3,3,4,3,4,1
STU6959,0,1,15,4,3,4,3,3,3,4,3,4,1
STU6960,1,1,42,2,2,2,2,2,0,3,0,2,0
STU6961,0,1,98,4,4,4,4,4,4,4,4,3,1
STU6962,1,1,85,3,2,2,3,3,3,3,2,3,1
STU6963,0,1,41,3,3,3,3,3,3,4,4,4,1
STU6964,0,1,14,2,2,2,2,2,2,2,0,2,0
STU6965,0,1,41,3,3,2,3,3,3,4,3,4,1
STU6966,1,1,17,3,2,2,2,2,3,3,3,3,1
STU6967,0,1,89,4,4,3,3,3,4,5,4,4,1
STU6968,0,1,85,2,2,2,2,2,0,2,0,4,0
STU6969,0,1,2,2,2,1,0,2,0,2,2,2,0
STU6970,1,1,2,3,4,3,3,3,3,3,3,3,1
STU6971,0,1,25,3,2,3,2,3,2,3,2,3,1
STU6972,0,1,5,2,2,2,2,1,4,0,2,2,0
STU6973,1,1,5,2,0,3,3,2,2,0,0,0,0
STU6974,1,1,25,3,3,3,2,3,2,4,3,2,1
STU6976,1,1,44,2,2,2,2,3,2,3,0,3,0
STU6977,0,1,1,3,3,2,3,3,2,2,3,3,1
STU6978,0,1,97,3,4,3,3,3,3,4,3,4,1
STU6979,1,1,18,2,2,0,1,2,2,2,1,2,0
STU6979,1,1,18,1,2,0,1,2,2,2,1,2,0
STU6980,0,1,96,3,2,2,3,3,2,4,3,3,1
STU6981,0,1,44,2,3,2,0,2,2,3,0,2,0
STU6982,0,1,17,3,3,3,3,2,3,3,4,3,1
STU6983,1,1,2,2,0,0,2,2,2,3,2,2,0
STU6984,1,1,25,3,3,2,2,3,2,3,2,2,0
STU6985,0,1,85,3,2,2,2,2,3,3,2,3,0
STU6986,1,1,41,3,3,2,2,2,0,4,2,3,1
STU6987,1,1,5,4,3,4,4,4,5,4,4,4,1
STU6988,0,1,1,2,0,2,0,1,2,2,1,1,0
STU6989,0,1,1,2,2,2,2,2,2,2,2,2,0
STU6990,1,1,44,3,2,2,0,2,2,4,2,3,0
STU6991,1,1,25,3,3,2,2,3,3,4,2,2,0
STU6992,1,1,1,2,2,2,2,2,2,3,2,3,0
STU6993,1,1,5,2,2,2,0,2,2,3,2,3,0
STU6994,1,1,17,3,3,3,3,3,4,3,4,4,1
STU6995,1,1,42,4,4,3,3,3,4,5,4,4,1
STU6996,1,1,20,2,0,0,0,0,3,3,0,2,0
STU6997,0,1,97,3,3,2,3,2,3,3,3,3,1
STU6998,0,1,30,3,3,3,2,3,4,3,3,4,1
STU6999,0,1,96,3,3,2,3,3,3,4,3,3,1
STU7000,1,1,44,3,3,2,2,2,2,4,0,3,0
STU7002,0,1,2,3,2,2,2,3,2,2,2,3,1
STU7003,1,1,86,3,2,3,3,2,3,2,2,4,1
STU7004,0,1,19,3,2,2,2,3,3,3,3,3,1
STU7005,1,1,5,3,2,2,2,2,3,3,3,3,1
STU7006,0,1,1,2,1,0,2,0,3,2,2,3,0
STU6723,0,1,97,3,2,2,3,2,2,3,3,3,1
STU6743,0,1,15,2,0,2,0,0,2,3,2,2,0
STU6743,0,1,15,2,0,2,0,0,2,3,2,2,0
STU6745,0,1,15,2,1,2,0,0,1,3,2,2,0
STU6746,1,1,92,3,2,2,3,3,3,3,3,2,1
STU6747,0,1,15,2,0,3,0,2,2,3,2,2,0
STU6732,0,1,17,3,3,3,3,4,3,4,3,3,1
STU6733,1,1,98,3,3,2,3,3,3,4,2,3,1
STU6734,1,1,18,3,2,2,3,3,2,3,2,0,1
STU6735,0,1,87,3,2,3,3,3,3,4,3,3,1
STU6736,0,1,2,2,2,2,0,2,1,3,2,3,0
STU6737,1,1,41,2,2,2,2,2,2,3,3,2,0
STU6738,1,1,17,3,3,2,2,3,3,3,3,3,1
STU6739,1,1,1,3,2,2,3,3,3,3,3,2,1
STU6740,0,1,17,3,3,3,3,4,3,3,3,3,1
STU6741,1,1,41,4,4,3,4,4,4,4,4,4,1
STU6749,0,1,15,2,2,2,2,2,2,3,3,3,0
STU6750,1,1,2,2,2,2,1,0,0,3,2,2,0
STU6751,1,1,16,3,2,3,3,3,2,3,4,2,1
STU6752,1,1,16,2,2,2,0,0,2,2,2,2,0
STU6757,0,1,15,2,2,2,2,2,2,3,2,2,0
STU6758,0,1,87,3,3,3,3,3,3,4,3,3,1
STU6759,0,1,1,3,2,3,3,3,3,4,3,3,1
STU6754,0,1,15,3,3,3,2,3,3,3,2,2,1
STU6762,0,1,17,3,3,4,2,3,4,4,4,3,1
STU6764,1,1,95,2,2,2,2,2,3,2,3,2,0
STU6765,0,1,14,3,2,3,2,2,2,3,3,3,0
STU6766,1,1,89,2,2,2,0,3,2,3,2,2,0
STU6767,0,1,1,3,2,2,2,2,3,2,3,3,1
STU6768,1,1,19,2,2,2,2,2,2,3,3,3,1
STU6725,0,1,1,3,2,2,2,2,3,3,3,3,1
STU6726,0,1,16,2,2,2,0,0,2,2,2,2,0
STU6727,0,1,96,3,2,3,2,3,2,3,2,2,1
STU6728,1,1,77,3,2,2,2,3,2,4,2,3,0
STU6729,1,1,33,2,2,0,2,2,2,3,2,3,0
STU6730,0,1,2,3,4,2,3,3,2,4,3,3,1
STU6721,0,1,15,3,3,3,2,2,3,3,3,3,0
STU6710,0,1,5,3,0,2,3,2,2,3,2,2,0
STU6711,0,1,96,3,3,2,3,2,2,4,2,2,1
STU6713,1,1,42,3,4,3,3,2,2,5,3,3,1
STU6714,1,1,14,3,2,3,3,3,2,3,3,3,1
STU6715,0,1,45,3,2,2,2,2,2,5,2,2,0
STU6716,0,1,97,3,2,2,3,3,3,4,3,3,1
STU6717,0,1,87,3,3,3,3,3,3,3,4,3,1
STU6718,0,1,97,3,2,0,3,2,0,3,3,3,0
STU6719,0,1,1,3,3,3,3,4,3,4,4,3,1
STU6702,0,1,2,2,0,2,2,2,0,2,2,2,0
STU6703,1,1,14,4,3,3,4,3,3,4,4,4,1
STU6704,1,1,17,3,3,3,3,3,4,3,4,4,1
STU6705,1,1,17,3,3,3,3,3,4,4,4,3,1
STU6706,1,1,33,2,0,2,2,2,2,3,0,2,0
STU6707,1,1,5,1,2,3,0,2,0,3,0,0,0
STU6708,0,1,17,3,4,3,2,3,3,3,3,3,1
STU6693,1,1,98,3,4,3,2,3,2,3,2,2,0
STU6694,0,1,45,3,2,2,2,2,3,4,4,3,1
STU6695,1,1,41,3,3,3,3,2,2,3,3,3,1
STU6696,0,1,45,3,2,2,2,3,3,4,3,3,1
STU6697,1,1,5,3,2,2,2,2,2,3,3,3,1
STU6698,1,1,17,2,2,2,0,0,2,2,3,3,0
STU6699,1,1,17,3,3,3,3,3,3,3,2,2,0
STU6690,0,1,14,3,2,3,3,3,2,3,4,4,1
STU6670,1,1,4,2,2,2,0,3,2,3,3,2,0
STU6685,0,1,19,3,2,2,2,3,3,3,3,2,1
STU6686,0,1,15,3,3,4,3,3,4,4,3,3,1
STU6687,1,1,42,3,2,2,0,0,2,4,2,3,0
STU6687,1,1,42,2,2,2,0,0,2,4,2,3,0
STU6688,1,1,5,2,2,2,1,0,2,3,2,2,0
STU6672,1,1,16,2,2,3,2,0,2,2,3,2,0
STU6673,0,1,1,3,3,3,3,3,2,3,3,3,1
STU6674,1,1,1,3,3,2,3,3,3,4,3,3,1
STU6675,0,1,16,2,2,2,2,1,2,2,2,2,0
STU6676,1,1,89,3,3,2,2,2,2,4,2,2,0
STU6677,0,1,97,3,2,2,3,3,3,4,3,3,1
STU6678,1,1,5,3,0,2,2,3,3,4,3,3,0
STU6679,0,1,1,2,2,0,2,2,2,2,2,0,0
STU6681,1,1,30,2,2,2,2,2,3,3,2,3,0
STU6683,0,1,19,3,2,2,2,2,3,2,3,3,1
STU6666,0,1,19,4,3,3,3,3,4,4,3,3,1
STU6667,1,1,97,3,3,2,3,3,2,5,2,2,0
STU6668,1,1,29,3,2,2,3,3,2,3,2,3,0
STU6660,1,1,17,3,3,2,2,3,3,3,3,3,0
STU6662,1,1,5,1,3,0,0,3,2,2,1,0,0
STU6663,0,1,95,3,2,3,2,3,3,3,2,3,1
STU6664,1,1,5,3,3,3,3,4,3,4,3,3,1
STU6651,1,1,17,3,3,2,2,2,2,3,2,2,1
STU6652,1,1,89,3,3,2,3,3,3,4,3,3,1
STU6653,0,1,19,2,2,2,1,2,2,3,3,3,0
STU6654,1,1,41,3,3,2,2,0,2,4,3,3,1
STU6655,1,1,77,3,3,2,0,3,3,4,2,2,1
STU6656,0,1,2,2,2,2,2,2,2,3,3,2,0
STU6657,1,1,14,3,3,3,3,3,2,3,3,3,1
STU6658,0,1,14,3,3,3,3,3,2,4,3,3,1
STU6648,0,1,17,3,3,3,3,2,3,3,3,3,1
STU6645,0,1,41,3,3,3,0,2,3,3,3,3,1
STU6646,1,1,17,2,2,2,2,0,1,2,2,2,0
STU6643,1,1,89,3,3,2,2,2,2,4,3,3,1
STU6596,1,1,44,3,4,3,3,4,4,3,3,3,1
STU6597,1,1,5,4,4,4,3,4,3,4,4,4,1
STU6639,1,1,5,4,3,4,3,4,4,4,4,4,1
STU6640,1,1,5,3,2,2,2,2,3,3,3,3,0
STU6641,1,1,4,3,2,3,2,3,2,3,3,3,1
STU6633,1,1,42,3,3,2,0,3,2,4,3,3,1
STU6634,1,1,5,3,3,2,3,3,3,4,3,3,0
STU6636,0,1,16,2,2,2,2,2,2,2,2,2,0
STU6621,0,1,87,3,2,2,3,3,3,3,3,3,1
STU6622,1,1,89,3,4,2,3,3,2,4,3,3,1
STU6623,1,1,41,4,4,3,3,3,4,4,4,4,1
STU6624,1,1,77,3,4,3,0,3,2,3,3,3,0
STU6625,1,1,98,3,4,3,3,3,3,4,3,3,1
STU6626,0,1,78,3,2,3,2,2,2,4,3,3,1
STU6627,0,1,15,3,3,3,2,3,4,3,3,2,1
STU6628,0,1,77,2,0,2,0,3,2,4,0,3,0
STU6629,0,1,97,3,3,3,3,3,3,5,3,3,1
STU6630,1,1,17,3,3,3,2,2,2,3,2,2,1
STU6613,1,1,19,2,2,2,2,2,2,2,2,0,0
STU6614,1,1,1,2,3,2,2,2,2,2,2,3,0
STU6615,1,1,14,3,3,3,3,4,3,4,4,3,1
STU6616,0,1,41,3,2,3,3,2,3,4,3,3,1
STU6617,0,1,1,2,3,2,2,2,2,3,2,3,0
STU6618,1,1,89,3,4,3,2,3,2,5,3,3,1
STU6619,1,1,44,2,2,2,2,2,0,4,2,1,0
STU6778,1,1,98,3,3,2,2,2,3,4,2,3,1
STU6779,0,1,16,2,2,0,2,0,0,0,0,2,0
STU6780,1,1,92,3,2,3,4,3,4,4,3,4,1
STU6781,1,1,2,2,2,2,0,0,3,3,2,2,0
STU6781,1,1,2,2,2,2,0,0,3,3,2,2,0
STU6782,0,1,92,3,3,3,4,3,4,3,4,3,1
STU6770,0,1,45,2,2,0,2,2,2,5,2,3,0
STU6771,0,1,11,3,2,2,2,2,2,3,2,3,1
STU6773,1,1,16,3,2,3,2,2,2,3,4,2,1
STU6776,1,1,15,2,2,2,3,2,2,3,3,0,0
STU6786,1,1,78,2,2,2,2,0,2,4,3,2,0
STU6788,0,1,11,3,3,3,3,3,3,2,3,3,1
STU6789,0,1,95,3,2,2,3,2,2,3,3,4,1
STU6790,1,1,19,3,3,3,3,3,3,3,3,3,1
STU6791,0,1,11,2,2,0,3,2,2,3,2,3,0
STU6793,0,1,92,2,2,2,2,2,2,3,2,3,0
STU6797,1,1,42,3,2,0,0,2,3,3,4,2,0
STU6802,1,1,2,1,1,2,1,2,0,0,0,1,0
STU6829,0,1,33,3,2,2,3,3,4,4,4,4,1
STU6830,0,1,17,2,2,1,0,3,3,2,3,3,0
STU6831,0,1,16,4,4,4,4,4,3,4,4,4,1
STU6832,1,1,17,3,3,2,2,0,2,3,3,2,0
STU6833,0,1,30,3,3,2,2,3,3,3,2,3,1
STU6834,0,1,98,3,3,3,2,4,3,4,2,2,0
STU6835,0,1,97,3,3,2,2,2,3,4,3,3,1
STU6836,1,1,24,3,3,2,2,2,2,3,2,4,1
STU6837,1,1,44,2,3,2,3,3,2,3,0,3,0
STU6838,0,1,3,2,0,2,2,2,2,2,2,3,0
STU6839,0,1,44,3,3,2,2,3,2,4,1,3,0
STU6840,0,1,96,2,2,2,2,2,2,3,2,2,0
STU6841,0,1,16,3,2,3,3,2,2,3,3,3,1
STU6842,0,1,1,3,2,3,3,3,2,3,3,3,1
STU6843,1,1,41,3,3,3,3,4,3,4,3,3,1
STU6844,1,1,17,2,2,0,2,1,2,2,0,2,0
STU6845,1,1,87,3,3,2,2,2,3,3,2,3,1
STU6846,0,1,96,3,3,3,2,3,3,3,3,2,1
STU6847,0,1,3,3,2,3,3,3,3,3,2,4,1
STU6848,0,1,1,2,2,0,2,2,2,2,2,3,0
STU6849,1,1,41,3,4,2,2,3,3,3,2,3,0
STU6850,0,1,92,3,0,0,3,2,3,3,3,2,0
STU6851,0,1,5,2,2,0,0,2,3,2,3,2,0
STU6852,1,1,44,3,3,3,3,3,3,5,2,3,1
STU6853,0,1,42,3,3,2,3,3,3,4,2,4,1
STU6855,0,1,1,3,2,2,3,3,4,3,3,3,1
STU6856,1,1,1,2,2,1,2,2,3,2,2,2,0
STU6857,1,1,33,3,2,2,2,2,3,2,3,3,1
STU6858,0,1,44,3,3,2,2,3,3,4,2,3,1
STU6859,1,1,14,3,4,3,3,3,3,3,4,3,1
STU6860,1,1,2,1,0,0,2,0,0,2,1,2,0
STU6861,1,1,29,2,0,2,2,2,2,2,2,2,0
STU6862,0,1,11,3,2,2,3,2,2,3,3,2,1
STU6863,0,1,17,1,2,0,1,2,1,0,2,0,0
STU6864,1,1,18,2,2,2,2,2,2,2,2,3,0
STU6865,1,1,15,3,2,3,2,3,2,3,3,3,1
STU6866,1,1,17,3,3,3,3,2,3,2,3,4,1
STU6867,1,1,17,2,0,0,2,1,2,0,2,3,0
STU6868,1,1,5,4,3,4,3,5,4,3,4,4,1
STU6869,0,1,15,3,2,3,3,3,3,3,3,4,1
STU6870,0,1,1,3,2,2,3,3,3,3,3,3,1
STU6871,0,1,17,4,4,4,3,4,4,4,4,4,1
STU6872,0,1,5,2,1,3,2,2,2,2,3,2,0
STU6873,1,1,77,3,3,2,2,3,2,4,3,3,1
STU6874,0,1,45,3,3,2,2,3,3,3,3,3,1
STU6875,1,1,44,2,3,2,2,2,2,4,0,2,0
STU6876,1,1,2,3,3,4,0,2,3,2,2,3,0
STU6877,1,1,89,3,4,3,3,3,3,4,2,4,1
STU6878,1,1,17,4,4,4,3,3,4,3,4,4,1
STU6879,0,1,44,3,4,3,3,4,3,4,3,4,1
STU6805,1,1,95,3,2,2,2,3,3,4,3,4,1
STU6806,0,1,17,3,3,2,2,3,3,3,2,2,1
STU6809,0,1,95,2,2,2,2,2,2,2,2,3,0
STU6810,0,1,24,3,4,3,3,4,4,4,3,3,1
STU6811,1,1,45,3,2,2,2,2,3,4,3,3,1
STU6813,1,1,1,2,0,2,2,0,2,3,2,2,0
STU6816,1,1,2,3,2,3,2,2,2,3,2,2,0
STU6818,1,1,15,3,2,3,2,2,2,3,2,2,1
STU6819,1,1,17,2,2,2,2,3,3,3,2,2,0
STU6820,0,1,95,3,2,3,2,3,2,3,2,3,1
STU6881,0,1,78,3,3,3,2,2,3,3,3,3,0
STU6882,0,1,97,3,3,3,4,3,3,3,4,4,1
STU6883,0,1,45,3,2,2,2,3,3,0,3,3,0
STU6884,0,1,86,4,2,3,4,3,4,4,4,4,1
STU6885,0,1,25,3,3,2,2,3,3,4,3,3,1
STU6886,0,1,77,2,3,2,0,2,0,2,0,4,0
STU6889,1,1,5,3,2,3,3,3,3,3,3,4,1
STU6890,1,1,17,3,2,2,2,2,3,2,3,3,1
STU6891,1,1,5,3,2,3,3,4,3,3,3,3,1
STU6892,1,1,41,3,3,2,3,3,3,4,3,3,1
STU6893,0,1,16,2,2,2,2,0,2,2,2,2,0
STU6894,0,1,3,3,1,2,2,3,3,2,3,3,0
STU6895,0,1,15,2,1,2,2,3,2,2,2,3,0
STU6896,0,1,41,3,3,3,3,2,2,4,3,3,0
STU6897,1,1,19,3,0,1,3,3,3,2,3,3,0
STU6898,1,1,33,2,1,2,2,2,0,3,0,2,0
STU6899,0,1,17,3,2,3,2,3,3,3,3,3,1
STU6900,0,1,25,3,3,2,2,3,2,3,2,3,0
STU6901,1,1,2,2,3,2,2,2,2,2,0,2,0
STU6903,0,1,87,4,3,3,3,3,3,4,4,4,1
STU6904,1,1,25,4,4,4,4,4,4,4,3,3,1
STU6905,0,1,45,3,4,3,3,3,3,5,3,2,1
STU6906,1,1,44,3,2,2,2,3,2,4,0,3,0
STU6908,0,1,2,2,2,2,2,3,2,2,2,3,0
STU6909,0,1,89,3,3,2,3,3,4,5,3,4,1
STU6910,0,1,97,3,3,2,3,3,3,4,3,3,1
STU6911,1,1,77,3,2,2,2,3,2,3,3,3,1
STU6912,1,1,89,3,3,2,2,3,2,3,2,2,0
STU6913,0,1,41,4,4,3,4,4,3,4,4,4,1
STU6914,1,1,42,2,3,2,2,2,0,3,0,2,0
STU6915,0,1,18,3,3,3,3,3,4,4,4,4,1
STU6916,0,1,94,3,2,3,2,2,2,2,3,3,1
STU6917,1,1,1,2,2,2,2,2,2,2,2,2,0
STU6918,0,1,5,3,3,3,3,4,4,4,3,4,1
STU6919,0,1,3,3,2,3,3,3,3,3,3,3,1
STU6920,0,1,17,3,3,2,2,2,2,3,3,3,1
STU6921,1,1,5,4,3,3,3,4,4,4,4,4,1
STU6922,1,1,2,3,2,3,2,2,3,3,3,3,1
STU6923,1,1,78,3,3,2,2,2,3,4,3,3,0
STU6924,1,1,4,3,2,2,3,3,4,3,3,3,1
STU6925,1,1,2,3,2,2,2,2,3,2,3,3,1
STU6926,0,1,1,3,3,3,3,4,4,4,3,4,1
STU6927,1,1,18,2,2,2,0,2,2,2,0,2,0
STU6928,1,1,42,3,2,2,3,3,3,5,3,4,1
STU6929,1,1,25,3,3,3,2,3,3,3,2,2,0
STU6930,1,1,42,3,3,3,3,3,3,4,3,4,1
STU6931,1,1,44,3,3,2,2,2,2,4,2,3,0
STU6932,0,1,96,3,3,2,3,4,4,3,3,3,1
STU6933,0,1,17,2,2,0,2,2,2,2,2,3,0
STU6934,0,1,5,2,2,3,0,2,0,2,0,3,0
STU6935,1,1,87,2,0,2,2,2,3,2,2,2,0
STU6936,0,1,1,2,2,2,2,2,2,2,2,2,0
STU6937,1,1,5,2,2,2,2,3,2,2,2,3,0
STU6938,0,1,41,3,4,2,3,3,3,4,3,4,1
STU6939,1,1,42,3,3,2,2,3,3,4,0,3,0
STU6940,0,1,14,4,3,3,3,4,3,4,4,4,1
STU6941,0,1,44,3,2,2,2,4,4,4,3,4,1
